中文字詞,英文字詞,出現頻率,負責單位
原子塵或放射能污染安全容許量,nuclear fallout or radioactivity,1,
食品中的動物用藥殘留,Veterinary drug residues in foods,1,
初級生產要求,Primary production requirements,1,
生產區域的分類與監控,Classifying and monitoring harvest areas,1,
微生物與化學風險,microbiological and chemical hazards,1,
環境監控,sanitary surveys,1,
水質調查,water quality survey,1,
生物毒素風險分析,biotoxin risk analysis,1,
生物毒素管控計畫,biotoxin management plan,1,
微生物與化學汙染,microbiological and chemical contamination,1,
測試設備和裝置,testing equipment and devices,1,漁業署、研檢組
液相層析串聯質譜儀,liquid chromatograph/tandem mass spectrometers (LC-MS/MS),1,漁業署、研檢組
氣相層析串聯質譜儀,gas chromatograph/tandem mass spectrometers (GC-MS/MS),1,漁業署、研檢組
高效離子層析儀,high performance ion chromatographs (HPIC),1,漁業署、研檢組
感應耦合電漿質譜儀,inductively coupled plasma mass spectrometers (ICP-MS),1,漁業署、研檢組
液相層析高解析度串聯質譜儀,liquid chromatograph/high resolution tandem mass spectrometers (LC-HRMS),1,漁業署、研檢組
動物用藥品,animal drugs,1,防檢署
乙型受體素,β-agonists,1,防檢署
製造、調劑、輸入、輸出、販賣或陳列,"manufacture, dispensing importation, export, sale or display",1,防檢署
感官測試,organoleptic testing,1,三區管理中心
深入測試,in-depth test,1,三區管理中心
官方控制（動物、飼料和食品、植物健康等）修訂法規,"Official Controls (Animals, Feed and Food, Plant Health etc.) Regulations",1,中區管理中心、防檢署
抗生素物質,antibacterial substances,1,中區管理中心、防檢署
水產品生產廠場（船舶）營業許可,business approval of a manufacturing establishment for fishery products(vessel),1,漁業署、食品組
漁船建造許可及漁業證照核發準則,fishing vessel construction license and fishery license issuance guidelines,1,漁業署、食品組
漁政機關,fishery administration authority,1,漁業署、食品組
食源性疾病爆發,food-borne disease outbreaks,1,
可追蹤性,traceability,1,
樣品收集,sample collection,1,
官方測試,official testing,1,
測試報告,testing reports,1,
許可場所,approved establishments,1,
登錄字號,Registration Number,1,
食品藥物業者登錄平台,Food and Medical Products Business Registration Platform,1,
食品過敏原標示規定,Regulation of Food Allergen Labeling,1,
甲殼類及其製品,Crustacea and products thereof,1,
芒果及其製品,Mango and products thereof,1,
花生及其製品,Peanut and products thereof,1,
牛奶、羊奶及其製品,"Milk, goat milk and products thereof",1,
蛋及其製品,Egg and products thereof,1,
堅果類及其製品,Nuts and products thereof,1,
芝麻及其製品,Sesame and products thereof,1,
含麩質之穀物及其製品,Cereals containing gluten and products thereof,1,
大豆及其製品,Soybean and products thereof,1,
魚類及其製品,Fish and products thereof,1,
亞硫酸鹽,sulphites,1,
二氧化硫殘留量,residue sulphur dioxide,1,
食品添加物,food additive,1,
頭足類及其製品,Cephalopods and cephalopod products,1,
螺貝類及其製品,Spiral shells and Spiral shell products thereof,1,
種子類及其製品,Seeds and seed products,1,
奇異果及其製品,Kiwis and kiwi products thereof,1,
市場抽驗計畫,post-market sampling surveillance program,1,
磺胺類藥物,sulphonamides,1,
喹諾酮類藥物,quinolones,1,
食品安全檢測,food safety testing,1,
認證程序和標準,accreditation procedures and standards,1,
食品衛生檢驗委託辦法,Regulations Governing Commissioned for Food Sanitation Testing,1,
違規殘留,violative residues,1,
乃卡巴精,Nicarbazin,1,
三甲氧芐氨嘧啶,Trimethoprim,1,
羅苯嘧啶,Robenidine hydrochloride,1,
馬杜拉黴素,Maduramicin,1,
氟滅菌,Flumequine,1,
拉薩羅,Lasalocid,1,
獸醫事務之中央主管機關,central competent authority of veterinary services,1,
監視結果,surveillance results,1,
目標取樣計畫,targeted sampling plans,1,
備忘錄,Memoranda of Understanding (MOU),1,食藥署
衛生協議,sanitary agreements,1,食藥署
臺澳乳製品輸入監測豁免瞭解備忘錄,Memorandum of Understanding Governing the Waiver of Import Food Safety Inspection of Dairy Products between Taiwan and Australia,1,食藥署
乳製品,Dairy Products,1,食藥署
食品安全檢驗,Food Safety Inspection,1,食藥署
藥用飼料,medicated feed,1,
自主檢查,own checks,1,
禁止輸入、輸出與上市,"prohibition of imports, export and marketing",1,
命令下架,orders on withdrawal from the market,1,
隔離,isolation,1,
拒收,rejection,1,
化學物質,chemical residue,1,TFDA
檢驗實驗室,inspection laboratory,1,TFDA
實驗室認證,accreditation services,1,TFDA
(EC) No 882/2004號規則,Regulation (EC) No 882/2004,1,
衛生機關,health authorities,1,
國際實驗室能力驗證,international inter-laboratory proficiency testing,1,
沙門氏桿菌,Salmonella enterica subsp. enterica serovar Cerro,1,
表皮葡萄球菌,Staphylococcus epidermidis,1,
綠膿桿菌,Pseudomonas aeruginosa,1,
植物乳酸菌,Lactobacillus plantarum,1,
嗜根柯克氏菌,Kocuria rhizophila,1,
EU,EU,1,中區管理中心、防檢署
Nicarbazine,Nicarbazine,1,中區管理中心、防檢署
Doxycycline,Doxycycline,1,中區管理中心、防檢署
官方管制計劃,OFFICIAL CONTROL PROGRAMS,1,
化學殘留控制計劃,chemical residues control program,1,
抽樣計劃,sampling plan,1,
測試分析物,tested analytes,1,
監測樣本,monitoring samples,1,
目標組織,targeted tissues,1,
重金屬監測計畫,monitoring program of heavy metal,1,
與畜場,abattoirs,1,
最大殘留容許量,Maximum residue limit (MRL),1,食品藥物管理署
動物用藥殘留標準,veterinary drug MRLs,1,食品藥物管理署
獸醫主管機關,"CA and other relevant authorities, organisation responsible for animal and veterinary public health",1,
自主管理能力,capability of self-management,1,
檢項,Test item,1,食品組1科
須再經加熱煮熟始得食用之冷凍食品,zen food that must be cooked9 before provide.,1,食品組1科
非供生食之冷凍生鮮水產品,Frozen raw aquatic products that not provide ready-to-eat,1,食品組1科
陰性,Not detected,1,食品組1科
生鮮即食水產品,Raw ready-to-eat aquatic products,1,食品組1科
混和生鮮即食水產品之生熟食混和即食食品,Ready-to-eat foods contain both raw aquatic products and processed food ingredient at once,1,食品組1科
供生食之冷凍生鮮水產品,Frozen raw aquatic products that provide ready-to-eat.,1,食品組1科
經加熱煮熟後再冷凍之水產品，僅需解凍或復熱即可食用者,"Frozen cooked aquatic products, may provide ready-to-eat after thawing or re-heat.",1,食品組1科
可接受的微生物限量,allowable level of microorganisms,1,食品組1科
最大安全限量,maximum allowable level of microorganisms,1,食品組1科
良好實驗室規範,good laboratory practice,1,
預防控制計劃,PCP (Pre-requisite Programs),1,食藥署
清潔標準操作程序,Sanitation SOPs,1,食藥署
前提控制計劃,Pre-requisite Programs,1,食藥署
屠宰,slaughter,1,食藥署
肉類製造業,meat processing plants,1,食藥署
肉品分切場,cutting and processing plant,1,食藥署
良好之作業規範,good manufacturing practices,1,TFDA
品質保證制度,quality assurance systems,1,TFDA
危害分析重要管制要點,Hazard Analysis and Critical Control Point (HACCP),1,TFDA
產品檢驗,product inspection,1,TFDA
生物安全（身分認證）程序,biosecurity (proof of identity) procedures,1,TFDA
生產場所和輸出設施之查核,inspection of processing premises and export facilities,1,TFDA
鮭魚製品之輸出要求,export requirements for salmonid products,1,TFDA
實驗室認證,accreditation of laboratories,1,
官方檢驗工作,official testing tasks,1,
實驗室檢測人員,laboratory testing staff,1,漁業署、研檢組
品管,quality control,1,漁業署、研檢組
實驗室安全,laboratory safety,1,漁業署、研檢組
實驗室間比對試驗,interlaboratory comparisons,1,漁業署、研檢組
檢驗品質,testing quality,1,漁業署、研檢組
健康與衛生要求,Health and hygiene requirements,1,
衛生生產,hygienic production,1,
食品安全風險,food safety risks,1,
食源性疾病,food-borne illness,1,
加工廠義務,The Obligations of Processing Plants,1,
法規,regulations,1,
食品製造業者訂定食品安全監測計畫指引,Guidelines for Food Manufacturers to Establish Food Safety Monitoring Programs,1,
食品安全監測計畫,Food Safety Monitoring Programs,1,
食品安全事件,food safety incidents,1,
突發性事件應變程序,emergency response procedures,1,
召回模擬演練,recall simulations,1,
乳製品,raw milk products,1,
β-內醯胺類,β-lactams,1,
四環黴素類,tetracyclines,1,
阿維菌素類,avermectins,1,
後市場抽驗,post-market,1,
獸醫/公共衛生實驗室,veterinary/public health diagnostic laboratories,1,
TFDA認可實驗室,TFDA accredited laboratories,1,
風險基礎評估,risk-based assessment,1,
上後市場取樣監測計畫,post-market sampling surveillance program,1,
接收與追溯,Receipt and traceability,1,
供應鏈的可追溯性,traceability of bivalve molluscs is maintained throughout the supply chain,1,
蛋鴨場,laying duck farms,1,BAPHIQ
農業統計年刊,Agricultural Statistics Yearbook,1,BAPHIQ
食品法規和標準,food regulations and standards,1,
食品業者的資訊,Food industry's information,1,
非登不可系統,Food and Medicinal Products Business Registration Platform,1,
食品相關法規及標準,Food-related regulations and standards,1,
食品安全衛生相關法律或規範,laws or regulations for food sanitation,1,
食品工廠,Food establishments,1,
肉類產品,meat processing businesses,1,
乳製品,dairy product processing businesses,1,
蛋製品,egg products processing plants,1,
乳品,milk and milk products,1,
乳製品加工業應符合食品安全管制系統準則,The Dairy Product Processing Industry Shall Conform to the Food Safety Control System (HACCP),1,
食源性疾病爆發,foodborne illness outbreak,1,
食品藥物管理署,TFDA (Taiwan Food and Drug Administration),1,
農業委員會,COA (Council of Agriculture),1,
食品安全衛生管理措施,actions taken by the competent authority in the governing of food safety and sanitation,1,
毒理,toxicology,1,
食品風險評估諮議會,food risk assessment advisory committee,1,
基因改造食品,genetically modified foods,1,
食品廣告標示,food advertising and labeling,1,
食品檢驗方法,food testing methods,1,
輸出肉類產品,exported meat products,1,
食品召回系統,Food recall system,1,
輸入國,Importing country,1,
召回,recalling,1,
雌二醇 17β,oestradiol 17β,1,
治療,therapeutic treatment,1,
肉類和／或蛋類查核,meat inspection,1,
肉品加工廠,meat processing industries,1,
食品原料,food ingredients,1,
食品安全衛生相關法規,food safety and sanitation regulations,1,
改善措施,improvement measures,1,
下架,withdrawal,1,
加熱肉品工廠,heat-treated meat establishment,1,食藥署
輸美產品,products exported to the US,1,食藥署
查檢表,Checklist,1,食藥署
豬肉原料來源,origin of the raw pork,1,食藥署
CCP點,CCP(s),1,食藥署
輸出實績,exported,1,食藥署
天然醃漬腸衣,natural salted intestinal casings,1,
食品安全衛生管理法,Act Governing Food Safety,1,
食品良好衛生規範準則,Sanitation and Regulations on Good Hygiene Practice for Food,1,
9 CFR 318.17(a)(1),9 CFR 318.17(a)(1),1,防檢局
即食性加熱全熟肉品,Heat treated Ready to Eat Meat Products,1,防檢局
主管機關之架構,structure of the competent authority,1,
動物衛生監督機關,animal health inspection authorities,1,
地方動物疫病檢驗局,Local Animal Disease Inspection Authorities (LADIAs),1,
法律或規範,laws or regulations,1,防檢署
私人獸醫,private veterinarians,1,防檢署
委員會 2002/657/EC 決議,Commission Decision 2002/657/EC,1,
委員會 (EC) 333/2007 號規則,Commission Regulation (EC) No 333/2007,1,
委員會 (EC) 401/2006 號規則,Commission Regulation (EC) No 401/2006,1,
委員會 (EU) 589/2014 號規則,Commission Regulation (EU) No 589/2014,1,
